Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
11,42,Quynh Nhu Nguyen Dang,21:09:22,Female,5,Vietnam,21:09:15,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187491,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
12,16,Van Hoai Vo,24:04:50,Male,7,Vietnam,24:04:45,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187465,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
13,18,Masafumi Yamamoto,24:14:25,Male,8,Japan,24:14:25,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187467,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
14,15,Agung Suyantra,24:19:18,Male,9,Indonesia,24:19:13,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187464,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
15,24,Jyh Hann Lim,24:30:39,Male,10,Malaysia,24:30:38,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187473,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
16,41,Quang Thang Le,24:36:43,Male,11,Vietnam,24:36:34,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187490,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
17,31,Pham Ngoc Duc,24:38:19,Male,12,Vietnam,24:38:19,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187480,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
18,25,Ngoc Danh Doan,26:05:04,Male,13,Vietnam,26:05:04,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187474,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
19,39,Van Cuong Nguyen,26:05:06,Male,14,Vietnam,26:05:06,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187488,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
20,26,Elron Joyce Josue,26:23:15,Male,15,Philippines,26:23:11,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187475,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
21,27,Isabelle Bedard,27:09:33,Female,6,Canada,27:09:28,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187476,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
22,22,Guan Kheng Kho,27:12:48,Male,16,Malaysia,27:12:48,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187471,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
23,21,Qheiza Wiranda Edelwise,27:13:09,Female,7,Indonesia,27:13:09,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187470,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
24,23,Agus Wisnu,27:13:34,Male,17,Indonesia,27:13:27,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
25,36,Dinh Huu Chuong,27:21:22,Male,18,Vietnam,27:21:16,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187485,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1,Abdul Salam,DNF,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187450,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5,Stephen Harney,DNF,Male,,England,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187454,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,7,Seiji Morofuji,DNF,Male,,Japan,07:39:00,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,14,Xiaoqin Hu,DNF,Female,,China,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,19,Quang Trung Mai,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187468,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,28,Eldred Lee,DNF,Male,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187477,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,29,Siti Hailwa Marjunit,DNF,Female,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187478,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,30,Hesty Asmuliah,DNF,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187479,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,40,Van Hieu Nguyen,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187489,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,3,Fuminori Kondo,DNS,Male,,Japan,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187452,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,4,Rahmat Rahmat,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187453,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,6,Koki Tsuchiya,DNS,Male,,Japan,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187455,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,10,Muhammad Hijazi Rija Mat Juri,DNS,Male,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187459,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,11,Clare Cooke,DNS,Female,,Ireland,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187460,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,17,Minh Tu Vo,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187466,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,32,Nguyen Nhat Thanh,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187481,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,34,Tien Duc Le,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187483,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,38,Rozel Vivero,DNS,Female,,Philippines,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187487,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,43,Duc Oanh Tran,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187492,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,46,BUT1002,DNS,Unknown,,,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,100K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-1-187495,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
