Pos,Bib No,Name,Category,Cat Pos,Gender,race_name,race_large_logo,race_category,runner_id,race_link
,348,Hendy Poernawan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161612,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,353,Agus Heri,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,354,Lingga Reza Mandalawanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161618,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,355,Dana Adi Putra,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161619,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,357,Ahmad Akbar,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161621,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,358,Irsan Putra,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161622,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,359,Akbar Hadi Edrianto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161623,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,363,Dadi Suryadi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161627,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,376,ATALIA,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161640,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,377,RIDWAN KAMIL 1,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161641,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,378,KANG YANA,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161642,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,379,RIDWAN KAMIL 2,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161643,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,392,Troy Sunjaya,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161656,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,397,Elias Marja Arif,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161661,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,398,sufyan sufyan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161662,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,366,Annisa Meliana,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161630,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,367,Triana Puspa Dewi,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161631,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,368,Anatasya Priatna,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161632,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,369,Ghea Agustin,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161633,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,370,Irham Mushtahfidz Athallah,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161634,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,371,Afghani Sya'Ban Izzuddin,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161635,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,372,Frans Surya Susanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161636,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,373,Arif Setiadi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161637,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,374,Faris Dhafin,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161638,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,375,Radja Zahran,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161639,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
