Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
13,639,COLIN WILBY,01:34:25,U (MALE 50+),1,Male,12,Great Britain,00:15:50,00:49:08,00:23:27,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46080,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
14,699,SUGENG YULIYANTO,01:35:52,L (MALE 16-31),5,Male,13,Indonesia,00:17:31,00:46:30,00:27:41,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46140,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
15,502,FAUZI FANNYLA,01:37:29,L (MALE 16-31),6,Male,14,Indonesia,00:19:40,00:47:29,00:25:57,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
16,600,HERRY HARTIO,01:37:55,S (MALE 44-49),3,Male,15,Indonesia,00:18:51,00:46:01,00:27:23,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46041,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
17,696,MOCH TAUFIK,01:37:57,L (MALE 16-31),7,Male,16,Indonesia,00:19:36,00:47:34,00:25:32,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46137,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
18,702,TARA KUMARI SUBBA,01:38:25,Top 3 Overall Female,2,Female,2,Indonesia,00:15:25,00:51:29,00:26:46,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46143,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
19,529,MARC LORES PANADES,01:38:59,N (MALE 32-37),3,Male,17,Spain,00:16:07,00:49:37,00:28:47,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45970,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
20,701,WANDE DOMINIKUS,01:40:08,N (MALE 32-37),4,Male,18,Indonesia,00:17:46,00:56:02,00:21:37,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46142,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
21,595,STEVEN SAMUDERA,01:40:09,S (MALE 44-49),4,Male,19,Indonesia,00:19:37,00:49:50,00:25:22,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46036,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
22,591,SUGORO FINARDO PUTRO,01:40:33,S (MALE 44-49),5,Male,20,Indonesia,00:21:18,00:48:31,00:25:06,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46032,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
23,630,ARIEF LUBIS,01:41:24,U (MALE 50+),2,Male,21,Indonesia,00:15:49,00:51:43,00:27:44,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46071,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
24,695,GETNET GASHU MEKURIA,01:42:09,N (MALE 32-37),5,Male,22,Ethiopia,00:22:00,00:54:15,00:20:58,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46136,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
25,687,NUKMAN LIM,01:43:37,Q (MALE 38-43),1,Male,23,Indonesia,00:18:08,00:50:40,00:28:45,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46128,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
26,542,MOCHAMAD FUAD HASAN,01:43:38,N (MALE 32-37),6,Male,24,Indonesia,00:16:58,00:50:58,00:29:31,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45983,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
27,566,ENRICO DICK,01:43:41,Q (MALE 38-43),2,Male,25,Germany,00:20:08,00:49:13,00:27:29,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46007,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
28,642,LUTHFILLAH MADJID,01:43:58,Top 3 Overall Female,3,Female,3,Indonesia,00:15:50,00:54:34,00:28:59,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46083,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
29,694,ERIC OTNIELIEM,01:44:28,L (MALE 16-31),8,Male,26,Indonesia,00:19:48,00:51:42,00:26:43,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46135,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
30,645,EKA OKTAVIANI,01:44:41,M (FEMALE 16-31),1,Female,4,Indonesia,00:22:03,00:50:39,00:26:03,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46086,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
31,625,UTOJO AGUS SALIM,01:45:14,U (MALE 50+),3,Male,27,Indonesia,00:21:05,00:50:37,00:26:13,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46066,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
32,609,RICHARD SAM BERA,01:45:14,S (MALE 44-49),6,Male,28,Indonesia,00:14:07,00:54:58,00:28:38,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46050,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
33,574,CATRA DINATA,01:45:15,Q (MALE 38-43),3,Male,29,Indonesia,00:21:14,00:49:25,00:27:56,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46015,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
34,689,M ADAM MALIK,01:45:52,L (MALE 16-31),9,Male,30,Indonesia,00:13:44,00:57:36,00:28:02,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46130,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
35,594,FO RIE,01:46:38,S (MALE 44-49),7,Male,31,Indonesia,00:19:51,00:51:01,00:28:34,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46035,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
36,515,IWAN DIDINS,01:47:03,L (MALE 16-31),10,Male,32,Indonesia,00:19:17,00:56:14,00:25:00,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45956,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
37,539,AL RIDLA,01:48:13,N (MALE 32-37),7,Male,33,Indonesia,00:22:14,00:53:24,00:26:03,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45980,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
38,557,STEPHANUS GREGORI GOENAWAN,01:48:31,Q (MALE 38-43),4,Male,34,Indonesia,00:21:18,00:52:51,00:27:10,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45998,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
39,584,BUDIYANTO GUNAWAN,01:48:59,Q (MALE 38-43),5,Male,35,Indonesia,00:19:16,00:49:38,00:31:03,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46025,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
40,549,MARINO BAROEK,01:49:54,Q (MALE 38-43),6,Male,36,Indonesia,00:17:00,00:52:53,00:32:14,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45990,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
41,634,ROZALI ROZALI,01:50:57,U (MALE 50+),4,Male,37,Indonesia,00:19:55,00:55:25,00:28:39,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46075,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
42,656,JULIANA TJOKRO,01:51:45,P (FEMALE 32-37),1,Female,5,Indonesia,00:21:02,00:56:13,00:26:22,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46097,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
43,638,BENNY YAHYA,01:52:28,U (MALE 50+),5,Male,38,Indonesia,00:23:48,00:50:58,00:31:13,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46079,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
44,523,ADRIAN PURWADIHARDJA,01:52:44,N (MALE 32-37),8,Male,39,Indonesia,00:20:25,00:56:23,00:28:36,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45964,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
45,617,EDISON MANALU,01:53:08,S (MALE 44-49),8,Male,40,Indonesia,00:21:19,00:52:52,00:30:29,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46058,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
46,618,RAY RORIMPANDEY,01:53:25,S (MALE 44-49),9,Male,41,Indonesia,00:16:00,00:57:09,00:34:08,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46059,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
47,540,STEFANUS VALEN,01:54:09,N (MALE 32-37),9,Male,42,Indonesia,00:20:26,00:52:52,00:32:12,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45981,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
48,621,LIE SENJAYA HONGGO LINANDO,01:54:45,S (MALE 44-49),10,Male,43,Indonesia,00:20:17,00:54:53,00:32:26,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46062,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
49,637,CIK AKIL,01:54:55,U (MALE 50+),6,Male,44,Indonesia,00:27:31,00:55:00,00:24:18,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46078,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
50,580,RENDY S HASAN,01:56:12,Q (MALE 38-43),7,Male,45,Indonesia,00:25:21,00:49:56,00:32:08,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46021,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
