Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
35,1091,Angga Widura,01:56:01,Male,25,Indonesia,01:58:47,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187914,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
36,1102,Maryani Lesmana,01:56:16,Female,11,Canada,01:56:12,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187925,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
37,1071,Hsien Shoong Soh,01:56:17,Male,26,Malaysia,01:56:04,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187894,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
38,1121,Azlihana Abdul Rahim,01:57:03,Female,12,Malaysia,01:56:48,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187944,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
39,1007,Laharaja Lahadi,01:57:30,Male,27,Malaysia,01:57:22,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187830,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
40,1015,Fransisca Leonardo,01:57:35,Female,13,Indonesia,01:57:31,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187838,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
41,1050,Irma Afifah,01:58:11,Female,14,Indonesia,01:58:06,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187873,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
42,1035,Erica Phoon,01:59:07,Female,15,Singapore,01:58:58,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
43,1123,Diniah Bilqish,01:59:31,Female,16,Malaysia,01:59:14,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187946,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
44,1111,Asrulnizan Ayub,02:00:20,Male,28,Malaysia,02:00:05,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187934,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
45,1051,I Gede Rhyza Helces,02:00:44,Male,29,Indonesia,02:00:44,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187874,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
46,1025,Daniel Justiano,02:03:37,Male,30,Indonesia,02:03:20,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187848,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
47,1002,Conor Shanaghy,02:06:16,Male,31,Ireland,02:06:00,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187825,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
48,1040,Rudy Yap,02:07:14,Male,32,Indonesia,02:07:09,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187863,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
49,1059,Marlin Priantini,02:07:47,Female,17,Indonesia,02:07:45,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187882,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
50,1029,Ami Amanah,02:10:13,Female,18,Indonesia,02:10:00,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187852,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
