Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
11,255,M ANI HERU WIJANARKO,02:42:23,G (MALE 44-49),1,Male,10,Indonesia,00:30:41,01:11:47,00:54:06,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45871,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
12,267,Christian Sanderson,02:44:17,J (MALE 50+),1,Male,11,Great Britain,00:29:40,01:08:16,01:01:04,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45883,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
13,192,MARK JACKMAN,02:44:21,E (MALE 38-43),2,Male,12,Great Britain,00:27:58,01:06:22,01:03:16,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45808,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
14,211,GERRY ALVIANTO,02:44:24,E (MALE 38-43),3,Male,13,Indonesia,00:34:34,01:11:50,00:51:33,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45827,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
15,147,CHAIDIR AKBAR,02:48:12,C (MALE 32-37),3,Male,14,Indonesia,00:42:22,01:07:12,00:53:20,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45763,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
16,185,ERIK LAI TJANDRA,02:48:42,E (MALE 38-43),4,Male,15,Indonesia,00:34:34,01:12:38,00:54:56,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45801,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
17,141,FAJAR ARIFAN,02:50:32,C (MALE 32-37),4,Male,16,Indonesia,00:36:19,01:13:50,00:55:05,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45757,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
18,152,RICO HARTONO,02:50:45,C (MALE 32-37),5,Male,17,Indonesia,00:37:54,01:10:09,00:55:13,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45768,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
19,112,TIRFAN PUTERA,02:51:52,A (MALE 16-31),4,Male,18,Indonesia,00:43:30,01:12:35,00:50:53,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45728,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
20,110,LUCKY BAGUS,02:52:37,A (MALE 16-31),5,Male,19,Indonesia,00:36:57,01:11:46,00:57:50,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45726,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
21,118,ANTOINE DAGORNE,02:52:50,C (MALE 32-37),6,Male,20,France,00:33:43,01:16:12,00:56:00,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45734,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
22,105,RONALD LIONG,02:53:04,A (MALE 16-31),6,Male,21,Indonesia,00:00:00,01:16:21,00:55:13,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45721,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
23,131,FELANDRO MADJID,02:53:48,C (MALE 32-37),7,Male,22,Indonesia,00:34:22,01:15:36,00:55:24,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45747,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
24,172,JONATHAN WALUYO,02:53:59,E (MALE 38-43),5,Male,23,Indonesia,00:35:51,01:14:19,00:58:12,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
25,234,STEVEN THESMAN,02:55:03,G (MALE 44-49),2,Male,24,Indonesia,00:38:34,01:12:51,00:56:12,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45850,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
26,195,HADI WIBOWO,02:56:06,E (MALE 38-43),6,Male,25,Indonesia,00:39:05,01:11:05,00:57:56,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45811,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
27,190,ROBERT WIJAYA,02:56:26,E (MALE 38-43),7,Male,26,Indonesia,00:35:24,01:13:43,01:01:32,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45806,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
28,164,ANTONIO PRAWIRA,02:56:39,E (MALE 38-43),8,Male,27,Indonesia,00:39:34,01:14:58,00:55:50,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45780,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
29,279,NETHAVANI OCTARIA,02:57:07,Top 3 Overall Female,2,Female,2,Indonesia,00:28:04,01:19:35,01:03:20,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45895,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
30,111,RYAN AGUSTYAN,02:57:21,A (MALE 16-31),7,Male,28,Indonesia,00:38:01,01:11:30,01:02:21,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45727,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
31,127,HANDI GUNAWAN,03:00:19,C (MALE 32-37),8,Male,29,Indonesia,00:35:50,01:12:35,01:04:57,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45743,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
32,173,JOHANES TEDJO HANDOKO,03:00:34,E (MALE 38-43),9,Male,30,Indonesia,00:38:34,01:13:52,01:01:18,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45789,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
33,113,CHRIS SENDJAJA,03:01:53,A (MALE 16-31),8,Male,31,Indonesia,00:40:19,01:08:16,01:06:49,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45729,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
34,156,DAVID BURDEN,03:02:02,C (MALE 32-37),9,Male,32,Great Britain,00:34:11,01:13:52,01:07:09,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45772,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
35,194,MARIK GUIZOT,03:03:11,E (MALE 38-43),10,Male,33,Indonesia,00:34:07,01:14:44,01:06:59,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
36,206,YURBIANTO YURBIANTO,03:03:34,E (MALE 38-43),11,Male,34,Indonesia,00:39:42,01:21:02,00:54:46,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45822,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
37,109,DANIEL JENSEN,03:03:40,A (MALE 16-31),9,Male,35,Denmark,00:45:32,01:16:07,00:56:31,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45725,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
38,273,BENJAMIN LEE,03:03:43,J (MALE 50+),2,Male,36,Malaysia,00:36:01,01:21:22,00:59:03,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45889,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
39,274,INGHIE KWIK,03:05:09,J (MALE 50+),3,Male,37,Indonesia,00:42:48,01:17:22,00:55:58,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45890,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
40,280,VARRA DINDA ADHA S,03:05:29,Top 3 Overall Female,3,Female,3,Indonesia,00:30:31,01:20:00,01:09:31,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45896,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
41,177,JUCHIRO TAMPI,03:05:54,E (MALE 38-43),12,Male,38,Indonesia,00:35:39,01:27:47,00:53:34,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45793,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
42,151,DODY KURNIADI,03:06:14,C (MALE 32-37),10,Male,39,Indonesia,00:39:47,01:14:16,01:04:15,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45767,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
43,287,CHRISTIN WIJAYA,03:06:42,D (FEMALE 32-37),1,Female,4,Indonesia,00:39:43,01:17:25,01:03:17,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45903,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
44,230,IQBAL ADIL,03:07:01,G (MALE 44-49),3,Male,40,Indonesia,00:35:45,01:21:42,01:03:26,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45846,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
45,197,BINTANG SANTOSO PERDANAKUSUMA,03:09:14,E (MALE 38-43),13,Male,41,Indonesia,00:38:50,01:21:01,01:01:18,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
46,254,SUDARSO SUDARSO,03:09:29,G (MALE 44-49),4,Male,42,Indonesia,00:38:58,01:14:56,01:07:38,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45870,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
47,101,RYAN SAPUTRA,03:09:38,A (MALE 16-31),10,Male,43,Indonesia,00:36:56,01:23:51,01:01:16,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45717,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
48,114,TIRTA JAYA,03:11:04,A (MALE 16-31),11,Male,44,Indonesia,00:42:48,01:17:18,01:04:09,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45730,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
49,199,EDWIN HALIM,03:11:08,E (MALE 38-43),14,Male,45,Indonesia,00:34:50,01:15:13,01:13:37,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45815,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
50,239,MUKTI SL,03:11:10,G (MALE 44-49),5,Male,46,Indonesia,00:39:15,01:18:46,01:06:20,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45855,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
